rank,txn_id,risk_score,primary_driver,driver_contribution,amount,outcome,actual_typology
2709,9470437,0.9776,sender velocity (30d),1.786,5436.27,False positive,Normal_Plus_Mutual
2710,8668625,0.9776,sender velocity (30d),1.818,4192.47,False positive,Normal_Plus_Mutual
2711,9410986,0.9776,sender velocity (30d),1.483,5161.4,False positive,Normal_Mutual
2712,8054758,0.9776,beneficiary payment count (7d),1.827,11192.33,False positive,Normal_Mutual
2713,9097797,0.9776,beneficiary payment count (7d),1.843,1607.0,False positive,Normal_Group
2714,7742186,0.9775,sender velocity (30d),1.815,5953.74,False positive,Normal_Plus_Mutual
2715,8401437,0.9775,sender fan-out (30d),1.103,145.2,True positive,Cash_Withdrawal
2716,7627009,0.9775,beneficiary payment count (7d),2.022,3032.79,False positive,Normal_Group
2717,9199444,0.9775,sender velocity (30d),1.829,8683.2,False positive,Normal_Plus_Mutual
2718,7095297,0.9775,beneficiary payment count (7d),1.82,12587.94,False positive,Normal_Group
2719,9010152,0.9774,sender velocity (30d),1.776,4572.14,False positive,Normal_Plus_Mutual
2720,8257660,0.9774,beneficiary payment count (7d),2.055,11355.61,False positive,Normal_Group
2721,9348736,0.9774,beneficiary payment count (7d),2.009,14893.96,False positive,Normal_Mutual
2722,8465061,0.9774,beneficiary payment count (7d),2.273,27936.02,False positive,Normal_Mutual
2723,7180920,0.9774,sender velocity (30d),1.686,5894.88,False positive,Normal_Plus_Mutual
2724,8048593,0.9774,sender velocity (30d),1.754,41796.12,False positive,Normal_Mutual
2725,8220990,0.9773,sender velocity (30d),1.597,7702.16,False positive,Normal_Mutual
2726,8053865,0.9773,sender fan-out (30d),2.567,24065.07,False positive,Normal_Mutual
2727,9051864,0.9773,beneficiary payment count (7d),1.829,42687.79,True positive,Fan_In
2728,8568010,0.9773,beneficiary payment count (7d),0.664,161.5,True positive,Cash_Withdrawal
2729,8161396,0.9773,sender fan-out (30d),2.0,54.9,True positive,Cash_Withdrawal
2730,8438367,0.9773,sender velocity (30d),1.787,9748.65,False positive,Normal_Mutual
2731,8116568,0.9773,beneficiary payment count (7d),1.892,2831.58,False positive,Normal_Plus_Mutual
2732,9479235,0.9772,beneficiary payment count (7d),2.494,14724.8,False positive,Normal_Mutual
2733,8797231,0.9772,sender velocity (30d),2.001,2761.74,False positive,Normal_Group
2734,7359687,0.9772,sender velocity (30d),1.577,8071.81,False positive,Normal_Mutual
2735,7721304,0.9772,beneficiary payment count (7d),1.924,72538.45,False positive,Normal_Mutual
2736,9138546,0.9772,beneficiary payment count (7d),1.936,75783.23,False positive,Normal_Plus_Mutual
2737,7778118,0.9772,sender fan-out (30d),2.296,347532.6,False positive,Normal_single_large
2738,7094112,0.9772,sender velocity (30d),1.772,3549.64,False positive,Normal_Plus_Mutual
2739,8407859,0.9772,beneficiary payment count (7d),1.853,6113.59,False positive,Normal_Plus_Mutual
2740,8602324,0.9771,beneficiary payment count (7d),1.791,84637.14,False positive,Normal_Plus_Mutual
2741,8099632,0.9771,sender velocity (30d),1.886,35753.51,False positive,Normal_Mutual
2742,7533107,0.9771,beneficiary payment count (7d),1.912,9639.81,False positive,Normal_Plus_Mutual
2743,7516949,0.9771,beneficiary payment count (7d),2.281,2072.01,True positive,Behavioural_Change_2
2744,7261235,0.9771,beneficiary payment count (7d),1.943,6055.71,False positive,Normal_Plus_Mutual
2745,7204076,0.9771,sender velocity (30d),1.698,6303.23,False positive,Normal_Plus_Mutual
2746,7060387,0.9771,sender fan-out (30d),2.522,30607.62,False positive,Normal_Mutual
2747,7243945,0.9771,sender velocity (30d),1.592,8751.7,False positive,Normal_Plus_Mutual
2748,9412274,0.9771,beneficiary payment count (7d),1.98,5799.34,False positive,Normal_Plus_Mutual
2749,8036966,0.9771,beneficiary payment count (7d),1.192,6130.78,True positive,Deposit-Send
2750,8055772,0.9771,beneficiary payment count (7d),1.704,17365.72,False positive,Normal_Mutual
2751,9242530,0.9771,sender velocity (30d),1.553,3800.92,False positive,Normal_Plus_Mutual
2752,9169739,0.9771,sender velocity (30d),1.72,3611.23,False positive,Normal_Plus_Mutual
2753,8702541,0.977,beneficiary payment count (7d),1.83,3237.54,False positive,Normal_Group
2754,8567283,0.977,sender velocity (30d),1.697,3977.32,True positive,Structuring
2755,9035097,0.977,sender fan-out (30d),2.347,39974.36,False positive,Normal_Mutual
2756,8576950,0.977,beneficiary payment count (7d),2.317,13937.19,False positive,Normal_Mutual
2757,8766096,0.9769,sender velocity (30d),1.781,9116.05,True positive,Fan_In
2758,7207886,0.9769,beneficiary distinct senders (30d),1.071,253.98,True positive,Cash_Withdrawal
2759,8123334,0.9769,sender velocity (30d),1.513,9809.8,False positive,Normal_Foward
2760,9019827,0.9769,sender velocity (30d),1.597,9709.41,False positive,Normal_Plus_Mutual
2761,7972595,0.9768,beneficiary payment count (7d),2.162,5281.65,True positive,Structuring
2762,8375213,0.9768,sender velocity (30d),1.922,3814.12,False positive,Normal_Group
2763,7523619,0.9768,sender velocity (30d),1.193,292.04,True positive,Cash_Withdrawal
2764,8810110,0.9768,sender velocity (30d),1.603,4645.04,False positive,Normal_Plus_Mutual
2765,9086641,0.9768,beneficiary distinct senders (30d),1.331,1216.25,True positive,Smurfing
2766,8611607,0.9768,beneficiary payment count (7d),1.715,5717.3,True positive,Structuring
2767,8862671,0.9767,sender fan-out (30d),2.504,153794.98,False positive,Normal_Plus_Mutual
2768,7560790,0.9767,beneficiary payment count (7d),1.72,2336.27,False positive,Normal_Group
2769,8869615,0.9767,beneficiary payment count (7d),1.816,19010.33,False positive,Normal_Plus_Mutual
2770,7199083,0.9766,beneficiary payment count (7d),2.031,1130.4,False positive,Normal_Group
2771,9267194,0.9766,beneficiary payment count (7d),1.943,2452.9,False positive,Normal_Group
2772,7432771,0.9766,sender velocity (30d),1.879,2846.79,True positive,Structuring
2773,7662978,0.9766,sender velocity (30d),1.732,8057.57,False positive,Normal_Mutual
2774,8333556,0.9766,sender fan-out (30d),2.427,18381.23,False positive,Normal_Periodical
2775,8108575,0.9766,sender velocity (30d),1.566,3942.31,True positive,Scatter-Gather
2776,7507699,0.9766,beneficiary distinct senders (30d),1.599,19029.75,False positive,Normal_Mutual
2777,9111457,0.9766,sender velocity (30d),1.817,7738.69,False positive,Normal_Mutual
2778,8167601,0.9766,beneficiary payment count (7d),1.868,6925.28,True positive,Structuring
2779,8536614,0.9765,sender fan-out (30d),2.385,562446.21,False positive,Normal_Plus_Mutual
2780,9185181,0.9765,beneficiary payment count (7d),2.071,11663.97,False positive,Normal_Plus_Mutual
2781,7438396,0.9765,beneficiary payment count (7d),1.833,12793.18,False positive,Normal_Group
2782,7535898,0.9765,sender velocity (30d),1.484,9405.66,False positive,Normal_Mutual
2783,9003828,0.9765,beneficiary payment count (7d),1.77,4129.77,False positive,Normal_Group
2784,8128056,0.9765,sender velocity (30d),1.771,8509.63,False positive,Normal_Group
2785,8990432,0.9764,beneficiary payment count (7d),1.617,7645.88,False positive,Normal_Small_Fan_Out
2786,9235037,0.9764,sender velocity (24h),0.453,1985.41,True positive,Smurfing
2787,8883398,0.9764,beneficiary payment count (7d),1.804,42628.82,False positive,Normal_Plus_Mutual
2788,8881760,0.9764,beneficiary payment count (7d),2.106,4041.09,False positive,Normal_Mutual
2789,7926155,0.9764,beneficiary payment count (7d),1.901,3220.67,False positive,Normal_Plus_Mutual
2790,7158820,0.9764,sender velocity (30d),1.566,5940.4,False positive,Normal_Mutual
2791,7932169,0.9764,sender velocity (30d),1.978,6465.54,False positive,Normal_Mutual
2792,9332187,0.9763,sender velocity (30d),1.828,2894.39,False positive,Normal_Mutual
2793,7224128,0.9763,beneficiary payment count (7d),2.125,24797.8,False positive,Normal_Mutual
2794,7328169,0.9763,sender velocity (30d),1.844,12198.33,False positive,Normal_Mutual
2795,8721435,0.9763,beneficiary payment count (7d),1.439,15316.8,False positive,Normal_Small_Fan_Out
2796,8926626,0.9763,sender velocity (30d),1.59,9208.22,False positive,Normal_Plus_Mutual
2797,8832926,0.9763,beneficiary payment count (7d),1.993,4248.68,False positive,Normal_Plus_Mutual
2798,7512353,0.9763,beneficiary payment count (7d),1.798,4521.01,False positive,Normal_Plus_Mutual
2799,7174795,0.9763,sender fan-out (30d),2.076,250.12,True positive,Cash_Withdrawal
2800,7693622,0.9763,beneficiary payment count (7d),2.18,27017.59,False positive,Normal_Mutual
2801,9042108,0.9763,beneficiary payment count (7d),1.864,9552.05,False positive,Normal_Plus_Mutual
2802,7607920,0.9763,sender fan-out (30d),2.504,181396.2,False positive,Normal_single_large
2803,8172423,0.9762,beneficiary payment count (7d),2.114,3161.44,False positive,Normal_Mutual
2804,9297970,0.9762,sender fan-out (30d),0.954,3263.24,True positive,Smurfing
2805,7774867,0.9762,beneficiary payment count (7d),2.029,14810.13,True positive,Behavioural_Change_1
2806,8531861,0.9762,sender fan-out (30d),1.801,324217.94,False positive,Normal_single_large
2807,7324292,0.9762,beneficiary payment count (7d),2.111,3997.15,False positive,Normal_Group
2808,7747106,0.9762,sender velocity (30d),1.79,39985.93,False positive,Normal_Mutual
2809,8483670,0.9762,sender fan-out (30d),2.445,325986.62,False positive,Normal_Plus_Mutual
2810,7198972,0.9762,sender fan-out (30d),1.824,5607.02,False positive,Normal_Periodical
2811,8592849,0.9762,sender fan-out (30d),2.322,155890.47,False positive,Normal_Plus_Mutual
2812,9228085,0.9762,sender velocity (30d),1.83,4850.57,False positive,Normal_Plus_Mutual
2813,7790418,0.9762,sender velocity (30d),1.572,6153.96,False positive,Normal_Plus_Mutual
2814,8515787,0.9761,sender velocity (30d),1.585,4279.66,False positive,Normal_Plus_Mutual
2815,9036659,0.9761,beneficiary payment count (7d),2.081,5006.43,False positive,Normal_Plus_Mutual
2816,7934444,0.9761,beneficiary payment count (7d),1.728,6068.66,False positive,Normal_Mutual
2817,9219236,0.9761,beneficiary payment count (7d),1.561,6223.0,False positive,Normal_Group
2818,7667462,0.9761,beneficiary payment count (7d),1.706,17319.71,False positive,Normal_Group
2819,9386324,0.9761,beneficiary payment count (7d),2.022,9046.56,False positive,Normal_Plus_Mutual
2820,7143096,0.9761,sender velocity (30d),1.583,6206.78,False positive,Normal_Plus_Mutual
2821,7761656,0.976,sender fan-out (30d),2.564,82804.88,False positive,Normal_single_large
2822,7207272,0.976,sender velocity (30d),1.774,77203.9,False positive,Normal_Mutual
2823,8554857,0.976,beneficiary distinct senders (30d),1.011,174.65,True positive,Cash_Withdrawal
2824,8660391,0.976,sender velocity (30d),1.799,15965.3,False positive,Normal_Mutual
2825,9342794,0.976,beneficiary payment count (7d),1.817,3840.52,True positive,Structuring
2826,7470301,0.976,beneficiary payment count (7d),2.012,11243.19,False positive,Normal_Plus_Mutual
2827,7115461,0.976,beneficiary payment count (7d),1.817,26284.1,False positive,Normal_Mutual
2828,7969103,0.976,sender velocity (30d),1.727,4707.85,True positive,Layered_Fan_In
2829,9239997,0.976,beneficiary payment count (7d),1.836,4026.2,False positive,Normal_Group
2830,8319306,0.9759,beneficiary payment count (7d),2.063,2153.35,False positive,Normal_Group
2831,9111712,0.9759,sender fan-out (30d),2.428,10167.08,False positive,Normal_Foward
2832,8669043,0.9759,sender velocity (30d),1.85,31100.97,True positive,Single_large
2833,9142142,0.9759,sender fan-out (30d),2.419,14968.6,False positive,Normal_Mutual
2834,8471877,0.9759,sender velocity (30d),1.738,26664.82,False positive,Normal_Mutual
2835,7217066,0.9758,sender velocity (30d),1.727,8577.12,True positive,Structuring
2836,8965744,0.9758,beneficiary payment count (7d),1.853,8904.58,False positive,Normal_Plus_Mutual
2837,8478085,0.9758,sender velocity (30d),1.715,5442.15,False positive,Normal_Mutual
2838,8839772,0.9758,beneficiary payment count (7d),2.016,18504.07,False positive,Normal_Group
2839,8576055,0.9758,beneficiary payment count (7d),2.02,5626.74,True positive,Structuring
2840,9302363,0.9758,sender velocity (30d),1.672,4142.76,False positive,Normal_Plus_Mutual
2841,7190246,0.9758,beneficiary payment count (7d),1.604,12163.15,True positive,Behavioural_Change_2
2842,8069741,0.9758,beneficiary payment count (7d),1.861,9622.1,False positive,Normal_Plus_Mutual
2843,7648726,0.9758,beneficiary payment count (7d),1.959,5550.92,False positive,Normal_Plus_Mutual
2844,7490096,0.9758,sender velocity (30d),1.586,4318.45,False positive,Normal_Plus_Mutual
2845,9097958,0.9758,beneficiary payment count (7d),1.818,4259.53,False positive,Normal_Plus_Mutual
2846,8312962,0.9758,sender velocity (30d),1.479,7022.06,False positive,Normal_Plus_Mutual
2847,8701812,0.9757,sender velocity (30d),1.479,8250.89,False positive,Normal_Mutual
2848,7883017,0.9757,sender fan-out (30d),2.385,129331.74,False positive,Normal_Plus_Mutual
2849,8171597,0.9757,beneficiary payment count (7d),2.5,64086.96,False positive,Normal_Mutual
2850,8537895,0.9757,sender velocity (30d),1.549,3124.8,True positive,Structuring
2851,8926894,0.9757,beneficiary payment count (7d),2.038,3341.03,False positive,Normal_Group
2852,7310743,0.9757,beneficiary payment count (7d),2.037,8725.06,True positive,Structuring
2853,7730150,0.9757,sender fan-out (30d),2.5,60487.18,False positive,Normal_Mutual
2854,9122029,0.9757,beneficiary payment count (7d),1.828,11482.14,False positive,Normal_Mutual
2855,8023139,0.9756,beneficiary payment count (7d),2.021,4588.03,False positive,Normal_Plus_Mutual
2856,7828811,0.9756,sender velocity (30d),1.856,10002.02,False positive,Normal_Plus_Mutual
2857,9439916,0.9756,sender velocity (30d),1.757,68313.55,False positive,Normal_Mutual
2858,8101500,0.9756,beneficiary payment count (7d),1.901,5387.8,True positive,Structuring
2859,7621020,0.9756,beneficiary payment count (7d),1.834,5142.0,False positive,Normal_Group
2860,8091178,0.9756,sender fan-out (30d),2.548,978900.45,False positive,Normal_Plus_Mutual
2861,7300840,0.9756,beneficiary payment count (7d),1.864,4811.25,False positive,Normal_Plus_Mutual
2862,8088985,0.9756,sender velocity (30d),1.689,6120.94,False positive,Normal_Plus_Mutual
2863,8060780,0.9756,beneficiary payment count (7d),1.94,45952.46,False positive,Normal_Mutual
2864,9062634,0.9756,beneficiary payment count (7d),1.845,9063.2,False positive,Normal_Plus_Mutual
2865,8411342,0.9756,sender fan-out (30d),2.471,306236.72,False positive,Normal_Plus_Mutual
2866,7101539,0.9756,beneficiary payment count (7d),1.695,9219.18,False positive,Normal_Mutual
2867,7141408,0.9756,sender velocity (30d),1.704,9275.77,False positive,Normal_Mutual
2868,8892235,0.9756,beneficiary distinct senders (30d),1.146,143.95,True positive,Cash_Withdrawal
2869,8337227,0.9756,sender velocity (30d),2.02,8658.97,True positive,Deposit-Send
2870,9503706,0.9755,pass-through ratio (7d),1.374,30061.13,True positive,Cycle
2871,8511839,0.9755,beneficiary payment count (7d),2.157,5679.66,True positive,Structuring
2872,7866080,0.9755,beneficiary payment count (7d),1.863,2670.75,False positive,Normal_Plus_Mutual
2873,8279888,0.9755,beneficiary payment count (7d),1.847,5080.97,True positive,Stacked Bipartite
2874,9455227,0.9755,beneficiary payment count (7d),1.788,5463.14,True positive,Structuring
2875,7421147,0.9755,beneficiary payment count (7d),1.859,8269.51,False positive,Normal_Plus_Mutual
2876,7488872,0.9755,sender velocity (30d),1.182,117.48,True positive,Cash_Withdrawal
2877,7591237,0.9754,beneficiary payment count (7d),2.253,3830.0,False positive,Normal_Group
2878,7540973,0.9754,beneficiary payment count (7d),1.934,4115.89,False positive,Normal_Group
2879,8177615,0.9754,beneficiary payment count (7d),2.26,4919.62,False positive,Normal_Mutual
2880,9452069,0.9754,sender velocity (30d),1.594,6590.41,False positive,Normal_Plus_Mutual
2881,8048975,0.9754,beneficiary payment count (7d),1.798,8823.31,False positive,Normal_Plus_Mutual
2882,9205684,0.9753,beneficiary payment count (7d),1.879,9668.14,False positive,Normal_Group
2883,9493246,0.9753,beneficiary payment count (7d),1.927,5423.9,False positive,Normal_Group
2884,7696130,0.9753,sender velocity (30d),1.818,6851.36,False positive,Normal_Plus_Mutual
2885,9169491,0.9753,sender velocity (30d),1.817,6490.05,False positive,Normal_Plus_Mutual
2886,8284656,0.9753,beneficiary payment count (7d),2.015,5931.33,True positive,Scatter-Gather
2887,7790449,0.9752,sender velocity (30d),1.703,4739.16,False positive,Normal_Plus_Mutual
2888,7128922,0.9752,beneficiary payment count (7d),1.833,8678.07,False positive,Normal_Plus_Mutual
2889,7077637,0.9752,sender velocity (30d),1.832,58501.73,False positive,Normal_Mutual
2890,8388408,0.9752,beneficiary payment count (7d),1.785,7721.68,False positive,Normal_Plus_Mutual
2891,7092631,0.9752,beneficiary payment count (7d),1.829,12371.01,False positive,Normal_Plus_Mutual
2892,9275606,0.9752,sender velocity (24h),0.604,4293.7,True positive,Smurfing
2893,8544967,0.9752,beneficiary payment count (7d),1.567,6188.9,False positive,Normal_Group
2894,7557095,0.9751,sender velocity (30d),1.728,4045.15,False positive,Normal_Plus_Mutual
2895,8868635,0.9751,beneficiary payment count (7d),2.155,4398.6,True positive,Behavioural_Change_1
2896,9150628,0.9751,beneficiary payment count (7d),2.004,9370.23,False positive,Normal_Group
